SensorID,Temperature,Humidity,AirQualityIndex,WindSpeed,Precipitation,SoilMoisture,CO2Level,LastCalibration,FaultFlag
33,-6.747420351,75.09397984,236.6741889,7.27798813,75.70118677,2.063487369,1490.861893,02-01-2023,0
34,37.44427686,10.13728976,70.10713465,16.6654861,54.38936965,45.94264279,730.2434855,02-01-2023,0
35,38.28160165,27.78527761,191.7605488,9.085414487,87.68477742,30.45408275,1676.284744,02-01-2023,1
36,30.41986741,27.63191085,70.70476037,14.39116827,54.35439146,40.36571504,1915.551716,02-01-2023,1
37,5.230688459,43.20189276,214.0980849,2.149064329,23.82624133,19.19374767,1090.906836,02-01-2023,1
38,-5.1163943,98.03687409,262.1034104,16.92238371,85.10918822,23.59214874,1491.814211,02-01-2023,1
39,24.21165133,6.750254668,38.04053974,14.71435974,55.72190449,43.44253759,1552.94404,02-01-2023,0
40,12.00762469,51.87009944,259.9787066,4.234335569,20.68410381,20.74239849,1425.820831,02-01-2023,0
41,-3.898088258,17.9364682,178.0725763,2.905720195,62.350781,26.73297834,1230.095684,02-01-2023,1
42,14.75884551,97.06765454,38.13314726,6.325846975,35.77167649,1.009746154,1798.801523,02-01-2023,1
43,-8.280573944,11.33035047,128.2625566,19.52141172,84.44056123,7.929900292,1063.175406,02-01-2023,1
44,,40.36010024,48.25808805,5.136631491,45.32997386,32.0843254,403.875026,02-01-2023,1
45,2.93899908,73.78849848,210.1043667,9.122544179,72.64413581,35.84884505,1735.745839,02-01-2023,0
46,23.12611422,70.4554428,227.6604403,0.600404514,9.553620764,29.13004684,1445.768163,02-01-2023,0
47,5.585553804,42.27286369,31.73895608,7.944550591,39.60243463,7.165501814,1743.739665,02-01-2023,0
48,16.00340106,34.6524168,151.8419558,11.42640031,98.32414365,22.27027143,535.5306522,02-01-2023,0
49,17.33551397,39.76123786,244.3875168,19.06249225,80.84602895,17.75473832,352.2799989,03-01-2023,1
50,-0.757277224,26.42762632,280.8489125,10.3347209,15.99408024,24.7830672,1888.436719,03-01-2023,0
51,38.47923139,20.53329387,154.05536,16.38214652,27.77640495,43.51645173,551.1381199,03-01-2023,1
52,28.75664117,48.30396976,285.0837671,10.94255285,32.98158089,38.79307193,1676.408965,03-01-2023,0
53,36.97494708,26.85337561,160.7066911,0.815700269,65.03655605,4.199475069,1699.456902,03-01-2023,0
54,34.74136752,28.74616649,118.2571484,6.300165504,75.69947595,44.51545989,1504.798841,03-01-2023,1
55,19.89499894,65.67560635,254.4609386,11.51099016,74.95266088,23.58835756,523.1457589,03-01-2023,0
56,36.09371175,96.85373317,147.8948131,19.01187932,50.98740563,37.19310724,1434.577662,03-01-2023,0
57,-5.575374897,60.36372006,141.5707532,17.1826072,81.08205378,7.001961563,1811.447192,03-01-2023,0
58,-0.200856879,7.697946706,147.0937468,4.567112284,43.70780828,33.53597629,1023.403796,03-01-2023,0
59,-7.738635554,7.558361385,254.0355006,4.4021966,12.38805653,11.81630088,1002.978652,03-01-2023,1
60,6.266516538,95.14232208,249.5824625,4.023459342,56.44418417,21.91904486,1052.859126,03-01-2023,0
61,9.433864484,29.72907903,121.0559977,18.44997793,95.23013846,0.843143504,439.8622141,03-01-2023,0
62,3.567451589,9.206698608,99.98995796,17.05332306,79.29936514,7.580531897,1816.443467,03-01-2023,0
63,31.43687546,59.90445872,147.5784072,15.49766865,57.87006477,4.604024656,1777.610869,03-01-2023,1
64,,62.36487783,171.8317529,7.854702284,64.68056603,11.98720865,1996.445847,03-01-2023,1
65,4.046725484,64.85048201,71.50116319,10.08761409,93.0562027,5.000904501,1294.811341,03-01-2023,0
66,17.13480416,26.74020279,238.1865254,9.286634896,42.83427944,34.59550133,1577.025782,03-01-2023,0
67,-2.953788751,1.511068421,145.9448297,5.067962151,33.13941389,1.45199511,644.5422407,03-01-2023,0
68,30.10984904,96.50153695,100.2136645,10.10056092,97.7241565,30.88702503,1434.798991,03-01-2023,1
69,-6.272467816,25.08930457,32.04629789,0.609930957,86.34431335,7.035391541,1404.545843,03-01-2023,0
70,39.34434683,67.60262881,71.65354812,2.63620747,32.30435846,47.25807286,1832.054851,03-01-2023,0
71,28.61223846,70.66298699,284.7843515,17.73179192,46.37805974,46.65470366,1712.347629,03-01-2023,1
72,-0.064215923,61.00074171,91.52990605,15.03359534,41.5078129,11.27515513,1895.392986,03-01-2023,1
73,-9.723894144,31.29073942,50.65778681,8.457368181,14.90956787,30.72106491,1777.016904,04-01-2023,1
74,30.77307142,27.10962538,138.2018375,10.34300725,95.78193238,1.400265974,1776.779621,04-01-2023,0
75,25.34286719,59.76682827,92.12632301,7.399977719,40.43124312,46.58942715,408.3296554,04-01-2023,0
76,26.4503584,86.60956336,10.54777508,14.81559734,87.53290826,26.14936541,1738.13532,04-01-2023,0
77,28.56351733,94.67337289,96.94356518,15.68374358,18.93562277,2.161157571,1332.713271,04-01-2023,1
78,-6.297767413,10.59058044,163.2325872,15.2657038,54.78708106,17.12499965,946.755568,04-01-2023,0
79,7.923286427,,165.5137116,14.4522345,2.396138512,3.842473093,396.0748615,04-01-2023,0
80,-4.206547024,94.47362588,106.9676764,4.090086774,76.42204838,19.64722197,1452.045417,04-01-2023,1
81,33.15517129,73.65352283,134.1908269,6.759399585,58.09138982,33.49631711,857.9429759,04-01-2023,1
82,21.16490634,88.29938248,289.6553755,9.3969087,62.55895835,23.4944954,1095.21965,04-01-2023,0
83,6.544901243,20.26326341,113.2045432,6.615859829,5.172088255,19.18610874,1458.938343,04-01-2023,1
84,-6.822082486,58.75858711,77.46804398,15.098804,21.10383302,5.957852277,1850.01673,04-01-2023,0
85,5.549116086,70.11395944,73.04011322,6.587070485,7.433087235,12.24695228,1703.242757,04-01-2023,0
86,6.259166101,68.01118854,137.3293838,2.764641736,28.89143158,5.007164387,1066.015119,04-01-2023,0
87,26.48030892,40.81516909,227.8560446,7.980809041,62.74390077,40.37493658,959.2313677,04-01-2023,1
88,21.87787357,1.539489169,61.79645526,19.59828866,56.61859843,6.761991399,707.625556,04-01-2023,0
89,34.36063713,58.29260568,212.7888381,4.517628259,61.21498216,29.76866833,933.125477,04-01-2023,1
90,13.61074626,25.31015392,6.344947005,12.24317318,54.92512714,17.13702068,488.7788584,04-01-2023,1
91,-4.020287703,45.02542461,125.6798934,8.659460997,27.30287957,11.29891923,1950.879364,04-01-2023,1
92,25.66223936,95.75810151,232.7595196,1.420491353,24.45074973,31.97342197,1275.659655,04-01-2023,1
93,28.03925243,39.90353176,101.6198867,9.75753212,13.70596835,22.85011547,517.2699328,04-01-2023,0
94,18.06385988,83.98016067,169.1211304,14.04328657,84.90708749,20.00727336,899.7702158,04-01-2023,1
95,28.548359,18.85406057,61.49376985,10.26439952,61.64793585,29.64260024,1229.966544,04-01-2023,0
96,14.68977982,67.2460498,222.5986173,17.44212127,18.65110125,24.56338142,1205.905582,04-01-2023,0
97,16.13664147,97.70069544,15.68373098,5.778740333,17.72093798,15.17421043,360.3557268,05-01-2023,0
98,11.37705092,10.18931009,255.7627935,1.724983426,87.30356015,27.95306439,1916.429758,05-01-2023,0
99,-8.729043663,0.831994223,59.45891593,18.73131223,74.27308638,33.47492883,768.1386585,05-01-2023,1
100,-4.60542865,43.35827926,262.3194095,7.563926991,65.93990799,1.334657929,327.5139372,05-01-2023,1
101,,9.262548305,105.7587724,11.52811103,40.68641075,23.29358645,429.9548152,05-01-2023,0
102,21.82052056,74.83843497,216.8050723,15.84006252,26.19755643,2.884164229,1286.331336,05-01-2023,0
103,5.717799054,91.45486638,95.76758934,6.486273278,97.94507631,9.320270703,534.2353851,05-01-2023,0
104,15.42853456,43.40209727,271.7735014,14.32329076,79.7239575,28.0254367,370.9321479,05-01-2023,1
105,35.3783237,25.87116422,37.99113766,2.708376996,30.17792231,,945.3649929,05-01-2023,1
106,2.464611457,,53.55593678,5.825874944,84.75647963,44.14028396,1358.694027,05-01-2023,0
107,10.51914615,72.34478179,147.9090375,2.894212723,75.89319486,3.497200507,490.1276682,05-01-2023,0
108,27.77755693,0.905416158,24.58153171,16.22461117,29.70805499,20.95525431,832.6573147,05-01-2023,0
109,1.439908275,58.94539895,58.79405541,4.452984705,42.65528542,29.15032415,1010.193142,05-01-2023,1
110,-6.151004509,61.32916849,283.1299147,14.34807111,18.59534454,7.353495228,571.0821662,05-01-2023,0
111,4.487572646,63.76882469,,18.86596794,11.10524444,38.27161084,1160.325627,05-01-2023,1
112,-1.938935637,24.202208,112.8777988,10.55544418,72.27620328,37.21176292,444.8639477,05-01-2023,1
113,36.48488262,71.40527234,276.9858063,10.80058385,26.75118574,45.16705069,379.0814438,05-01-2023,1
114,30.40601898,9.139148633,163.4474027,9.220671362,82.00593657,0.424300604,1183.720124,05-01-2023,0
115,21.67018783,19.92703365,80.92273976,6.517802868,99.56087115,10.8342122,721.4248537,05-01-2023,1
116,33.57302951,87.74700467,210.7196163,9.513100618,7.661981393,41.35933571,462.1354734,05-01-2023,1
117,30.18360384,73.87231507,197.670542,12.05615065,47.30351251,33.52900254,1020.651399,05-01-2023,0
118,-0.671497056,1.374555401,296.7375957,19.71983144,80.20625593,44.71949268,1855.739257,05-01-2023,0
119,34.62794992,24.83762604,79.51418622,18.75529119,78.89508965,2.858982727,,,0
120,16.9671121,21.4406483,201.6178508,17.24305917,75.99971583,29.84819829,1686.547056,05-01-2023,1
121,30.37200776,27.0806328,15.60712651,17.78261071,34.89949353,28.45232874,1782.253781,06-01-2023,1
122,34.804565,24.75597703,34.09381161,9.356983666,45.38532557,1.783720818,1953.46716,06-01-2023,0
123,5.900173749,6.252629574,1.175512485,13.14888654,59.49683573,25.67610385,1597.519175,06-01-2023,1
124,-4.497403774,45.89405166,299.8382043,17.90133446,97.39405836,30.47601557,1334.293467,06-01-2023,0
125,1.396758127,73.27334748,240.6821091,7.8590153,32.75472709,9.56465871,,06-01-2023,0
126,11.35538943,60.67317247,236.0169044,19.23524957,92.31438877,13.66647916,608.7935021,06-01-2023,1
127,30.9007383,67.28716686,,8.315721241,26.93569182,32.01736731,1467.321786,06-01-2023,1
128,33.03652916,8.114917854,90.02012487,12.02165331,98.90744655,23.41504738,1991.414976,06-01-2023,1
129,-9.652393473,95.14907102,45.37928534,14.19609427,67.02636868,42.90068288,1094.509764,06-01-2023,1
130,15.53736513,83.84918338,85.40242165,19.01184026,46.35114804,17.1190883,1530.254926,06-01-2023,0
131,10.87055016,80.50903185,112.7913666,4.892325481,61.33904281,13.33298292,1141.657165,06-01-2023,0
132,1.105390524,82.2983805,226.8930291,14.92261956,27.2531169,49.24329702,1034.28682,06-01-2023,1
133,-4.006731633,93.27105081,161.8985367,10.41631172,27.41738575,45.55678851,997.5195431,06-01-2023,1
134,6.88075857,,23.24508797,5.371142812,11.35545438,1.44963725,1157.861961,06-01-2023,1
135,37.1454852,20.02820179,5.408702688,15.5321368,11.40502977,38.53643077,923.7226252,06-01-2023,0
136,6.160146601,61.67836079,30.69965386,11.0444456,34.76717415,5.516738691,1572.914647,06-01-2023,0
137,15.93953109,74.28814937,123.1496141,13.21947641,76.28554779,1.374259741,1786.262445,06-01-2023,1
138,25.15094794,73.79173934,279.9578751,6.458021372,60.79711676,13.6847758,1800.905021,06-01-2023,0
139,8.181480119,52.14490242,191.2207444,9.625479037,10.25845603,13.46729395,687.0878128,06-01-2023,0
140,38.58910414,6.845871933,240.54777,12.34708502,85.2236525,40.96593812,1823.045536,06-01-2023,0
141,38.12236475,37.11129384,139.9123784,8.098216285,60.1367627,35.5333623,880.6370942,06-01-2023,0
142,2.589114791,92.07666085,108.499825,3.967450797,96.08555768,49.08047137,825.8230313,06-01-2023,1
143,14.86242529,58.44489098,32.52011181,19.23280985,67.01854674,35.57564502,1535.485298,06-01-2023,1
144,5.043915491,53.83319433,262.7799067,10.2293508,17.51748637,20.91277766,817.9837781,06-01-2023,1
145,4.242024719,26.88535144,234.9480087,14.67840741,47.37833623,34.94638305,390.0428895,07-01-2023,1
146,-8.155652632,36.84489199,50.43542928,8.220943871,64.84975975,49.97295336,935.1502129,07-01-2023,0
147,20.4782167,89.53460892,153.6781692,7.102635281,2.826470105,35.50709413,1526.491521,07-01-2023,1
148,15.13395116,66.64630475,146.2124424,8.143285969,1.491026415,38.0840678,855.8293145,07-01-2023,1
149,-7.426062438,78.73870268,187.5274658,8.183932876,12.94030006,46.91825076,1370.250395,07-01-2023,
150,3.932323212,45.43454231,283.8560682,10.88360232,25.1664435,5.682563066,1422.203055,07-01-2023,1
151,35.4132943,63.02472195,173.9314325,10.8693974,42.95491235,35.23921467,1547.35122,07-01-2023,1
152,1.978094533,24.83836087,162.06518,9.943076318,48.74404738,42.5402979,1825.121793,07-01-2023,0
153,-2.755256395,70.54608303,15.09687988,2.695715698,13.80276089,47.71893001,1035.359649,07-01-2023,1
154,14.47263801,42.76013337,18.87224281,9.92150957,,10.54846449,582.9345303,07-01-2023,0
155,39.28252271,,56.2040374,3.382078008,59.61380617,25.19645039,842.1737162,07-01-2023,0
156,2.102763576,64.93223246,9.741231508,2.522715726,29.44640988,34.02774238,1034.684334,07-01-2023,0
157,23.60677737,93.62806215,223.0058687,18.65291435,1.365988344,12.37338648,1513.615498,07-01-2023,0
158,28.08098077,6.400634661,216.9990912,12.09900026,7.764791535,30.02364316,322.3076135,07-01-2023,0
159,1.8818772,82.47432373,40.81687033,13.18980116,39.16947755,12.87893912,836.8351518,07-01-2023,0
160,26.41081743,29.23831104,250.8236702,8.035873407,15.39743512,16.67285103,1625.732388,07-01-2023,1
161,8.389156636,44.39194545,46.43581045,18.17961784,37.68196061,22.07593483,1440.458096,07-01-2023,0
162,21.61529153,,90.3526761,12.75860979,62.81826045,26.45950494,1543.957955,07-01-2023,1
163,21.67648554,30.10460778,74.69306975,15.38339739,54.72374279,22.46829358,1680.078308,07-01-2023,0
164,16.7887342,50.26312426,,7.371249381,23.11758831,24.65977599,1631.500722,07-01-2023,0
165,-5.485511497,5.617607735,76.39912977,,34.38224913,14.92943781,1459.711382,07-01-2023,0
,31.76512478,49.10957294,146.6852779,16.4092258,61.40311984,7.948254701,1047.424605,07-01-2023,1
167,6.039003249,92.71106289,122.2223644,17.07896926,86.0855028,2.367498866,1972.117159,07-01-2023,0
168,-0.67407448,10.53932181,295.9708472,3.443885349,75.32134387,9.798936125,1267.424433,07-01-2023,0
169,-7.961242922,76.44407281,16.77790504,5.419264157,55.34000268,29.09718208,644.7076559,08-01-2023,1
170,19.54464716,40.96710534,42.65441292,5.712531994,36.22929983,39.30577239,797.7818537,08-01-2023,0
171,,65.51737145,15.84776817,5.418184465,36.50512775,8.462379872,1479.056175,08-01-2023,0
172,-9.170608554,26.0236598,187.7523585,17.10816324,87.94173103,5.427767889,1872.057261,08-01-2023,0
173,15.60465291,15.94922625,16.35278322,0.637695904,3.924357604,,603.8242197,08-01-2023,1
174,1.32478876,16.04626143,250.9319212,1.52199978,98.79826444,15.25791653,439.9890428,08-01-2023,0
175,22.25863952,7.049194564,153.5815892,5.478297413,66.43754109,47.57497196,1798.602782,08-01-2023,0
176,-1.28167855,18.56467049,158.1022874,3.997459493,68.11376991,35.71589853,1855.972564,08-01-2023,1
177,24.54688691,66.4219385,168.4783523,4.637192278,3.79978373,16.33780236,,08-01-2023,1
178,9.336767315,88.16906118,51.24411189,15.95886379,60.55292749,14.47713739,941.3857314,08-01-2023,0
179,36.83649944,81.41256856,59.30709093,11.26253188,48.47780601,26.18491931,1422.319596,08-01-2023,0
180,-3.123952793,68.51343099,95.64519686,0.115413226,10.57789069,3.957233414,860.8810354,08-01-2023,0
181,7.053317553,11.04318634,178.0489247,8.586455314,27.79220108,5.883825632,1791.169804,08-01-2023,0
182,-4.326323938,28.91874463,63.03533278,8.157698537,89.03144562,8.792894066,482.8837946,,1
183,36.23468091,30.98068753,34.89951814,2.278905389,54.99884159,38.73617967,364.5697756,08-01-2023,1
184,33.86696767,24.99569464,291.0350659,13.52283577,41.34165752,25.69286796,654.4265515,08-01-2023,1
185,2.897081386,51.50056597,6.594544443,14.04194377,7.268215584,0.528356139,786.3492229,08-01-2023,0
,22.9992023,53.55538149,240.8092216,14.41786438,71.41215274,33.67582637,491.9752052,08-01-2023,1
187,30.86111001,35.68859752,236.4105449,14.56941891,70.28508234,21.18450893,411.6737299,08-01-2023,1
188,17.76004058,35.37891587,89.16423415,0.001056539,61.4043607,25.54261825,1584.533113,08-01-2023,0
189,16.48252892,82.85555979,40.6879848,19.07841608,51.02626462,10.70581217,579.270162,08-01-2023,0
190,2.092614545,78.92928483,43.68859401,16.28417534,43.37844022,27.58911142,1853.667738,08-01-2023,0
191,-5.34486161,30.77958317,209.2294852,18.07963393,59.3271093,48.95766199,925.5994245,08-01-2023,
192,34.8607879,91.37884439,192.8419773,0.312865906,23.33954517,3.67223455,1440.029877,08-01-2023,0
193,35.02090286,,234.8237023,18.67717592,94.12590642,14.19586998,683.1835951,09-01-2023,0
194,21.65507286,32.6742542,281.2443517,16.19577057,58.87945292,12.14987964,708.5487064,09-01-2023,1
195,6.951489552,35.44249488,207.578209,16.74438286,31.11924444,12.42746554,1277.005645,09-01-2023,0
196,7.460478731,50.56341534,46.75546097,1.865747694,44.96798509,18.93531788,1253.092973,,0
197,26.29778394,94.11208125,73.03278503,14.77556058,80.56847889,40.90548924,1606.839688,09-01-2023,1
198,34.855513,87.63194331,252.6581193,19.19833379,16.16160607,45.6429345,1588.28262,09-01-2023,1
199,34.35432121,10.25679626,62.79182275,13.57094683,29.28356225,10.11075437,1440.1692,09-01-2023,1
200,28.99377729,39.27307433,21.75669509,11.41122809,67.95080227,27.1474969,1063.521962,09-01-2023,1
201,22.10158231,55.33711897,210.9840162,18.91259355,31.54892065,31.84494861,1814.088657,09-01-2023,1
202,-5.79300175,50.31324726,120.7579066,8.858742435,79.25016819,26.09137372,1358.383433,09-01-2023,0
203,-1.918564295,19.38630679,276.0120158,11.98587133,13.04534872,21.70381971,1983.337434,09-01-2023,0
204,34.92770943,85.88167712,195.0765213,9.52676587,76.26861705,9.598775293,1692.92869,09-01-2023,1
205,20.32145298,67.6940783,27.12569334,18.65692443,6.835171485,24.41096796,375.3266791,09-01-2023,1
206,-9.540147419,83.79083749,284.3569702,1.521694535,1.259261267,20.06074139,845.009642,09-01-2023,1
207,-4.926422857,85.87642793,77.56717909,10.02239402,89.82235188,39.77816813,1272.188718,09-01-2023,1
208,23.17508846,74.83558537,101.1637471,13.73904883,58.13392169,38.18021796,1526.498214,09-01-2023,0
209,-9.746920808,43.92106012,120.6781241,15.83813077,35.18268971,6.69993406,1235.572046,09-01-2023,1
210,-1.959597429,61.0546755,15.36728892,11.66037295,23.2594637,4.425952628,1636.421718,09-01-2023,1
211,17.43668947,16.03654061,148.9546267,18.17835488,61.68857833,45.40769716,780.5146097,09-01-2023,0
212,,67.36454175,36.99554732,18.83982894,50.90021835,26.77541945,612.6504871,09-01-2023,0
213,22.59806298,17.92532557,120.291098,1.286384464,99.15977755,42.89004686,391.6583624,09-01-2023,0
214,1.213465473,69.39495905,105.2129364,8.047410791,98.32159867,2.907556028,1274.633366,09-01-2023,1
215,25.60896107,22.95981608,231.852025,0.469180434,63.50245661,26.32578083,1470.619185,09-01-2023,1
216,1.862454375,11.75513002,240.9511535,6.588333147,44.28705061,26.97132573,854.4545191,09-01-2023,0
217,6.269984908,16.52844901,46.02386472,10.73736436,49.11409691,43.03510163,1343.093114,10-01-2023,1
218,27.32457026,0.199213522,109.9653562,18.21589861,68.24790662,4.880499911,388.6672925,10-01-2023,
219,22.48164495,71.87396179,112.0059483,16.93108645,10.15745442,12.02227818,468.7986887,10-01-2023,0
220,32.46117052,73.24010491,45.42313318,2.549994533,32.83520738,20.32691569,1492.983113,10-01-2023,0
221,22.88064462,51.49333499,239.5360515,,7.5272241,43.29207377,925.7184989,10-01-2023,0
222,18.41543017,16.13628011,212.1684985,11.78534678,7.336075952,46.94416575,1441.267853,10-01-2023,1
223,-5.316261609,8.355433751,57.11453589,10.64235945,19.58392419,49.63623098,1713.925904,10-01-2023,0
224,8.385790153,1.912896644,110.0165726,5.327552829,48.52532546,47.95967432,1749.458144,10-01-2023,1
,3.260118384,16.5748177,31.74150746,17.98906169,78.47743212,0.297087792,592.6849973,10-01-2023,1
226,2.199482169,89.0855535,188.4619791,18.54732819,48.54958912,2.385417073,1126.685473,10-01-2023,1
227,38.65052774,24.15368417,36.41157736,8.052228767,33.54766106,7.380340958,1547.67543,10-01-2023,0
228,9.654886233,35.42713272,295.7802506,17.80605114,8.235299034,17.44310484,1615.767014,10-01-2023,0
229,34.60232776,10.53454845,234.2046224,7.678977885,55.02955232,41.49590155,1633.949167,10-01-2023,0
230,21.5569313,22.23613047,117.0715649,14.73633664,27.12685865,44.63280977,687.8844684,10-01-2023,1
231,29.74056518,51.92245708,173.5691797,9.518844351,61.49341779,9.341720315,627.3091901,10-01-2023,0
232,15.13185466,60.77526831,273.4025449,2.45166313,97.71877391,30.98320758,1303.021196,10-01-2023,0
233,18.84519423,24.53523142,166.2297841,18.55868402,11.13143215,45.86809925,1559.845856,10-01-2023,1
234,14.62588469,5.773215923,52.34954592,9.081931868,21.21253987,23.1865868,842.5371764,10-01-2023,1
235,-0.23785061,39.10328691,113.6110067,14.68974081,47.30945381,5.177178598,477.9987667,10-01-2023,0
236,26.12260576,23.42033709,252.9434595,7.343476289,96.86138153,22.8906825,1518.468851,10-01-2023,0
237,4.038618122,21.95539232,193.2639048,0.377617572,77.18097763,18.78974511,809.4863133,10-01-2023,1
238,-8.784201678,95.98628027,195.2173153,2.010607174,89.82291932,28.8828998,582.8166313,10-01-2023,1
239,22.2736148,61.63004859,260.0464457,9.92438959,33.37148485,21.93293422,551.1299983,10-01-2023,1
240,-1.14446603,55.68784432,268.1919172,13.79928714,99.20384738,0.867296343,835.3462308,10-01-2023,0
241,37.02292922,41.57751035,275.9377715,6.694706532,10.28328161,49.69988667,1307.552712,11-01-2023,0
242,37.69642885,42.89443334,28.45475798,13.90976918,5.297290605,27.17701189,909.2838058,11-01-2023,1
243,35.74321951,54.09050038,163.2378006,13.97271179,85.56026271,23.68153777,335.1251477,11-01-2023,0
244,8.507935013,69.6429807,222.1528564,14.07871815,92.72648702,47.73086858,464.744339,11-01-2023,0
245,-9.227169174,70.21460962,227.0780535,9.85043708,,7.793018379,793.8555202,11-01-2023,0
246,36.41592813,17.16939077,182.0148606,18.297723,11.34274267,9.461880127,1421.49762,,1
247,11.40920742,50.01127521,50.03620056,9.78393036,3.317415776,40.40073745,467.4756249,11-01-2023,0
248,38.33274095,41.1958095,239.2261662,9.00530387,10.45075626,13.041554,1253.116651,11-01-2023,1
249,38.18099885,87.05269663,216.0334001,3.98761638,20.94198168,39.96135531,503.8059804,11-01-2023,0
250,32.65047277,63.14189212,25.84073146,6.153101747,97.00766189,13.57667415,659.7460565,11-01-2023,1
251,4.722444603,53.25040664,139.1429474,0.84668985,66.78602222,1.659381511,592.7204968,11-01-2023,1
252,9.25488643,11.53946422,52.19321986,12.67070587,77.85530255,25.85073619,414.2886805,11-01-2023,0
253,32.55683358,60.56378893,101.2431137,4.970714879,77.61394037,9.834321706,1441.26069,11-01-2023,0
254,5.846100258,11.72039057,5.424327662,6.08310509,53.50737498,37.89231465,,11-01-2023,1
255,-1.525362666,33.72065756,120.0989605,15.41629043,79.74889777,32.05998166,1712.79085,11-01-2023,1
256,17.84006312,14.28419648,164.9630763,6.544423663,59.58075324,46.1801334,468.114428,11-01-2023,0
257,36.80773871,69.2073647,185.8747778,4.84391784,31.45460976,,546.0459867,11-01-2023,1
258,24.80148983,20.62521138,199.0471035,3.381154983,56.11101088,9.038797742,820.9781433,11-01-2023,1
259,18.5030585,39.18593732,250.8873939,15.49716804,53.35085861,40.00791183,1601.972178,11-01-2023,0
260,-5.141175311,89.56747776,64.63887218,2.59412516,82.34530538,32.08685224,819.7899994,11-01-2023,
261,20.75036133,20.43163834,36.14454673,9.075075205,98.17272174,33.44758209,994.3118027,,0
262,39.50269251,50.7805064,255.4611516,10.13860232,41.10425654,41.6131443,812.7260627,11-01-2023,0
263,-2.995799238,41.92716612,46.98384447,13.74779825,76.33906784,28.69120346,436.3812961,11-01-2023,1
264,15.91648262,1.812404105,292.4280244,12.66566965,9.976300404,23.30017572,1897.037159,11-01-2023,0
